Timestamp,Source IP,Destination IP,Protocol,Length
2025-05-02 17:46:49.985316,146.75.81.91,10.194.224.177,TLS,97
2025-05-02 17:46:50.648580,10.194.224.177,162.159.140.229,TLS,259
2025-05-02 17:46:50.648593,10.194.224.177,162.159.140.229,TLS,105
2025-05-02 17:46:50.654939,162.159.140.229,10.194.224.177,TLS,105
2025-05-02 17:46:50.702747,162.159.140.229,10.194.224.177,TLS,252
2025-05-02 17:46:50.702748,162.159.140.229,10.194.224.177,TLS,178
2025-05-02 17:46:50.703579,10.194.224.177,162.159.140.229,TLS,101
2025-05-02 17:46:50.704995,162.159.140.229,10.194.224.177,TLS,97
2025-05-02 17:46:50.758449,10.194.224.177,51.116.253.170,TLS,183
2025-05-02 17:46:50.758496,10.194.224.177,51.116.253.170,TLS,105
2025-05-02 17:46:50.758508,10.194.224.177,51.116.253.170,TLS,1494
2025-05-02 17:46:50.758511,10.194.224.177,51.116.253.170,TLS,817
2025-05-02 17:46:50.882811,51.116.253.170,10.194.224.177,TLS,105
2025-05-02 17:46:50.996921,51.116.253.170,10.194.224.177,TLS,165
2025-05-02 17:46:50.997486,10.194.224.177,51.116.253.170,TLS,101
2025-05-02 17:46:51.725244,140.82.112.22,10.194.224.177,TLS,105
2025-05-02 17:46:51.725246,140.82.112.22,10.194.224.177,TLS,90
2025-05-02 17:46:51.726220,10.194.224.177,140.82.112.22,TLS,122
2025-05-02 17:46:51.915429,10.194.224.177,35.186.224.30,TLS,109
2025-05-02 17:46:51.949506,35.186.224.30,10.194.224.177,TLS,106
2025-05-02 17:46:52.233168,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.233170,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.234616,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.234618,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.237105,35.186.224.30,10.194.224.177,TLS,1347
2025-05-02 17:46:52.237108,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.237456,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.237459,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240685,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240686,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240688,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240689,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240690,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240692,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240693,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.240694,35.186.224.30,10.194.224.177,TLS,388
2025-05-02 17:46:52.243576,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243578,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243579,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243581,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243582,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243584,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243585,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243586,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243588,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243589,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243590,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243592,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243593,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243594,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243595,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.243597,35.186.224.30,10.194.224.177,TLS,1244
2025-05-02 17:46:52.751651,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.751655,35.186.224.30,10.194.224.177,TLS,118
2025-05-02 17:46:52.751659,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.751664,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.751668,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.751672,35.186.224.30,10.194.224.177,TLS,1317
2025-05-02 17:46:52.758271,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758276,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758280,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758282,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758285,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758287,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758292,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758296,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758299,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758302,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.758305,35.186.224.30,10.194.224.177,TLS,388
2025-05-02 17:46:52.759479,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.759482,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.759485,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.759488,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760095,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760099,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760102,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760106,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760109,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760113,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760117,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760120,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760123,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760126,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760129,35.186.224.30,10.194.224.177,TLS,1466
2025-05-02 17:46:52.760132,35.186.224.30,10.194.224.177,TLS,1244
2025-05-02 17:46:55.673949,10.194.224.177,34.215.43.68,TLS,1514
2025-05-02 17:46:55.673957,10.194.224.177,34.215.43.68,TLS,349
2025-05-02 17:46:55.713185,10.194.224.177,34.215.43.68,TLS,1514
2025-05-02 17:46:55.713191,10.194.224.177,34.215.43.68,TLS,413
2025-05-02 17:46:55.745484,34.215.43.68,10.194.224.177,TLS,211
2025-05-02 17:46:55.745875,10.194.224.177,34.215.43.68,TLS,117
2025-05-02 17:46:55.745995,10.194.224.177,34.215.43.68,TLS,1514
2025-05-02 17:46:55.745998,10.194.224.177,34.215.43.68,TLS,576
2025-05-02 17:46:55.746006,10.194.224.177,34.215.43.68,TLS,972
2025-05-02 17:46:55.783826,34.215.43.68,10.194.224.177,TLS,211
2025-05-02 17:46:55.784238,10.194.224.177,34.215.43.68,TLS,117
2025-05-02 17:46:55.784341,10.194.224.177,34.215.43.68,TLS,1514
2025-05-02 17:46:55.784344,10.194.224.177,34.215.43.68,TLS,576
2025-05-02 17:46:55.784354,10.194.224.177,34.215.43.68,TLS,908
2025-05-02 17:46:55.889693,34.215.43.68,10.194.224.177,TLS,223
2025-05-02 17:46:55.889713,34.215.43.68,10.194.224.177,TLS,223
2025-05-02 17:46:55.993478,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:55.993502,10.194.224.177,23.32.45.207,TLS,105
2025-05-02 17:46:55.993517,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:55.993526,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:55.993578,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:55.993587,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:55.993594,10.194.224.177,23.32.45.207,TLS,152
2025-05-02 17:46:56.006077,23.32.45.207,10.194.224.177,TLS,105
2025-05-02 17:46:56.008708,23.32.45.207,10.194.224.177,TLS,366
2025-05-02 17:46:56.008710,23.32.45.207,10.194.224.177,TLS,1409
2025-05-02 17:46:56.008837,23.32.45.207,10.194.224.177,TLS,569
2025-05-02 17:46:56.009952,10.194.224.177,23.32.45.207,TLS,101
2025-05-02 17:46:56.012239,23.32.45.207,10.194.224.177,TLS,370
2025-05-02 17:46:56.012241,23.32.45.207,10.194.224.177,TLS,1065
2025-05-02 17:46:56.012243,23.32.45.207,10.194.224.177,TLS,1502
2025-05-02 17:46:56.012245,23.32.45.207,10.194.224.177,TLS,1424
2025-05-02 17:46:56.012246,23.32.45.207,10.194.224.177,TLS,385
2025-05-02 17:46:56.012248,23.32.45.207,10.194.224.177,TLS,1258
2025-05-02 17:46:56.015167,23.32.45.207,10.194.224.177,TLS,969
2025-05-02 17:46:56.016161,23.32.45.207,10.194.224.177,TLS,340
2025-05-02 17:46:56.016162,23.32.45.207,10.194.224.177,TLS,1502
2025-05-02 17:46:56.016166,23.32.45.207,10.194.224.177,TLS,495
2025-05-02 17:46:56.016167,23.32.45.207,10.194.224.177,TLS,340
2025-05-02 17:46:56.016169,23.32.45.207,10.194.224.177,TLS,1502
2025-05-02 17:46:56.016173,23.32.45.207,10.194.224.177,TLS,686
2025-05-02 17:46:56.032781,23.32.45.207,10.194.224.177,TLS,1468
2025-05-02 17:46:56.049767,10.194.224.177,23.32.45.207,TLS,152
2025-05-02 17:46:56.050533,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:56.050553,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:56.051258,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:56.052953,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:56.052982,10.194.224.177,23.32.45.207,TLS,151
2025-05-02 17:46:56.053588,10.194.224.177,23.32.45.207,TLS,152
